"region","produktionssätt","bränsletyp","2009","2010","2011","2012","2013"
"2101 Ockelbo","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,0,0
"2101 Ockelbo","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"2101 Ockelbo","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"2101 Ockelbo","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2101 Ockelbo","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"2101 Ockelbo","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"2101 Ockelbo","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2101 Ockelbo","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
"2101 Ockelbo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2101 Ockelbo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2101 Ockelbo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2101 Ockelbo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2101 Ockelbo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2101 Ockelbo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2101 Ockelbo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2101 Ockelbo","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2101 Ockelbo","vattenkraft","elproduktion",0,9387,11465,14201,7747
"2101 Ockelbo","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2101 Ockelbo","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2101 Ockelbo","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2101 Ockelbo","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2101 Ockelbo","vattenkraft","fast (förnybara)",0,0,0,0,0
"2101 Ockelbo","vattenkraft","gas (förnybara)",0,0,0,0,0
"2101 Ockelbo","vattenkraft","summa produktionssätt",0,0,0,0,0
"2101 Ockelbo","vindkraft","elproduktion",..,..,..,99068,687189
"2101 Ockelbo","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2101 Ockelbo","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2101 Ockelbo","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2101 Ockelbo","vindkraft","flytande (förnybara)",..,..,..,0,0
"2101 Ockelbo","vindkraft","fast (förnybara)",..,..,..,0,0
"2101 Ockelbo","vindkraft","gas (förnybara)",..,..,..,0,0
"2101 Ockelbo","vindkraft","summa produktionssätt",..,..,..,0,0
"2104 Hofors","kraftvärmeverk + industriellt mottryck","elproduktion",4217,2597,2724,2245,1458
"2104 Hofors","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,165
"2104 Hofors","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"2104 Hofors","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2104 Hofors","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"2104 Hofors","kraftvärmeverk + industriellt mottryck","fast (förnybara)",4987,3126,3392,2649,1703
"2104 Hofors","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2104 Hofors","kraftvärmeverk + industriellt mottryck","summa produktionssätt",4987,3126,3392,2649,1868
"2104 Hofors","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2104 Hofors","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2104 Hofors","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2104 Hofors","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2104 Hofors","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2104 Hofors","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2104 Hofors","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2104 Hofors","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2104 Hofors","vattenkraft","elproduktion",2044,..,2929,..,..
"2104 Hofors","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2104 Hofors","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2104 Hofors","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2104 Hofors","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2104 Hofors","vattenkraft","fast (förnybara)",0,0,0,0,0
"2104 Hofors","vattenkraft","gas (förnybara)",0,0,0,0,0
"2104 Hofors","vattenkraft","summa produktionssätt",0,0,0,0,0
"2104 Hofors","vindkraft","elproduktion",..,..,..,..,..
"2104 Hofors","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2104 Hofors","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2104 Hofors","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2104 Hofors","vindkraft","flytande (förnybara)",..,..,..,0,0
"2104 Hofors","vindkraft","fast (förnybara)",..,..,..,0,0
"2104 Hofors","vindkraft","gas (förnybara)",..,..,..,0,0
"2104 Hofors","vindkraft","summa produktionssätt",..,..,..,0,0
"2121 Ovanåker","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,0,0
"2121 Ovanåker","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"2121 Ovanåker","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"2121 Ovanåker","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2121 Ovanåker","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"2121 Ovanåker","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"2121 Ovanåker","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2121 Ovanåker","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
"2121 Ovanåker","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2121 Ovanåker","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2121 Ovanåker","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2121 Ovanåker","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2121 Ovanåker","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2121 Ovanåker","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2121 Ovanåker","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2121 Ovanåker","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2121 Ovanåker","vattenkraft","elproduktion",218981,203740,150772,205268,150506
"2121 Ovanåker","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2121 Ovanåker","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2121 Ovanåker","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2121 Ovanåker","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2121 Ovanåker","vattenkraft","fast (förnybara)",0,0,0,0,0
"2121 Ovanåker","vattenkraft","gas (förnybara)",0,0,0,0,0
"2121 Ovanåker","vattenkraft","summa produktionssätt",0,0,0,0,0
"2121 Ovanåker","vindkraft","elproduktion",..,..,..,0,0
"2121 Ovanåker","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2121 Ovanåker","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2121 Ovanåker","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2121 Ovanåker","vindkraft","flytande (förnybara)",..,..,..,0,0
"2121 Ovanåker","vindkraft","fast (förnybara)",..,..,..,0,0
"2121 Ovanåker","vindkraft","gas (förnybara)",..,..,..,0,0
"2121 Ovanåker","vindkraft","summa produktionssätt",..,..,..,0,0
"2132 Nordanstig","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,0,0
"2132 Nordanstig","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"2132 Nordanstig","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"2132 Nordanstig","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2132 Nordanstig","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"2132 Nordanstig","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"2132 Nordanstig","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2132 Nordanstig","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
"2132 Nordanstig","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2132 Nordanstig","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2132 Nordanstig","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2132 Nordanstig","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2132 Nordanstig","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2132 Nordanstig","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2132 Nordanstig","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2132 Nordanstig","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2132 Nordanstig","vattenkraft","elproduktion",13830,11375,14195,15652,5715
"2132 Nordanstig","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2132 Nordanstig","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2132 Nordanstig","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2132 Nordanstig","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2132 Nordanstig","vattenkraft","fast (förnybara)",0,0,0,0,0
"2132 Nordanstig","vattenkraft","gas (förnybara)",0,0,0,0,0
"2132 Nordanstig","vattenkraft","summa produktionssätt",0,0,0,0,0
"2132 Nordanstig","vindkraft","elproduktion",..,..,..,17976,57173
"2132 Nordanstig","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2132 Nordanstig","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2132 Nordanstig","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2132 Nordanstig","vindkraft","flytande (förnybara)",..,..,..,0,0
"2132 Nordanstig","vindkraft","fast (förnybara)",..,..,..,0,0
"2132 Nordanstig","vindkraft","gas (förnybara)",..,..,..,0,0
"2132 Nordanstig","vindkraft","summa produktionssätt",..,..,..,0,0
"2161 Ljusdal","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,0,0
"2161 Ljusdal","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"2161 Ljusdal","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"2161 Ljusdal","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2161 Ljusdal","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"2161 Ljusdal","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"2161 Ljusdal","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2161 Ljusdal","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
"2161 Ljusdal","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2161 Ljusdal","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2161 Ljusdal","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2161 Ljusdal","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2161 Ljusdal","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2161 Ljusdal","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2161 Ljusdal","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2161 Ljusdal","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2161 Ljusdal","vattenkraft","elproduktion",657908,696531,640206,611225,469370
"2161 Ljusdal","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2161 Ljusdal","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2161 Ljusdal","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2161 Ljusdal","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2161 Ljusdal","vattenkraft","fast (förnybara)",0,0,0,0,0
"2161 Ljusdal","vattenkraft","gas (förnybara)",0,0,0,0,0
"2161 Ljusdal","vattenkraft","summa produktionssätt",0,0,0,0,0
"2161 Ljusdal","vindkraft","elproduktion",..,..,..,0,0
"2161 Ljusdal","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2161 Ljusdal","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2161 Ljusdal","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2161 Ljusdal","vindkraft","flytande (förnybara)",..,..,..,0,0
"2161 Ljusdal","vindkraft","fast (förnybara)",..,..,..,0,0
"2161 Ljusdal","vindkraft","gas (förnybara)",..,..,..,0,0
"2161 Ljusdal","vindkraft","summa produktionssätt",..,..,..,0,0
"2180 Gävle","kraftvärmeverk + industriellt mottryck","elproduktion",457505,451966,326599,..,146858
"2180 Gävle","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",41516,60588,40754,5331,0
"2180 Gävle","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"2180 Gävle","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2180 Gävle","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",380289,261045,147,..,..
"2180 Gävle","kraftvärmeverk + industriellt mottryck","fast (förnybara)",125000,69840,334919,..,..
"2180 Gävle","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2180 Gävle","kraftvärmeverk + industriellt mottryck","summa produktionssätt",546805,391473,375819,378703,..
"2180 Gävle","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2180 Gävle","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2180 Gävle","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2180 Gävle","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2180 Gävle","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2180 Gävle","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2180 Gävle","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2180 Gävle","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2180 Gävle","vattenkraft","elproduktion",85368,77910,59280,89629,43745
"2180 Gävle","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2180 Gävle","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2180 Gävle","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2180 Gävle","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2180 Gävle","vattenkraft","fast (förnybara)",0,0,0,0,0
"2180 Gävle","vattenkraft","gas (förnybara)",0,0,0,0,0
"2180 Gävle","vattenkraft","summa produktionssätt",0,0,0,0,0
"2180 Gävle","vindkraft","elproduktion",..,..,..,..,0
"2180 Gävle","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2180 Gävle","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2180 Gävle","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2180 Gävle","vindkraft","flytande (förnybara)",..,..,..,0,0
"2180 Gävle","vindkraft","fast (förnybara)",..,..,..,0,0
"2180 Gävle","vindkraft","gas (förnybara)",..,..,..,0,0
"2180 Gävle","vindkraft","summa produktionssätt",..,..,..,0,0
"2181 Sandviken","kraftvärmeverk + industriellt mottryck","elproduktion",18460,21110,54205,..,..
"2181 Sandviken","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,106
"2181 Sandviken","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",12974,9702,0,7288,7946
"2181 Sandviken","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2181 Sandviken","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"2181 Sandviken","kraftvärmeverk + industriellt mottryck","fast (förnybara)",3061,14717,18746,15368,10360
"2181 Sandviken","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2181 Sandviken","kraftvärmeverk + industriellt mottryck","summa produktionssätt",16035,24419,18746,22656,18413
"2181 Sandviken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2181 Sandviken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2181 Sandviken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2181 Sandviken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2181 Sandviken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2181 Sandviken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2181 Sandviken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2181 Sandviken","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2181 Sandviken","vattenkraft","elproduktion",2681,233687,18372,21623,11419
"2181 Sandviken","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"2181 Sandviken","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"2181 Sandviken","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"2181 Sandviken","vattenkraft","flytande (förnybara)",0,0,0,0,0
"2181 Sandviken","vattenkraft","fast (förnybara)",0,0,0,0,0
"2181 Sandviken","vattenkraft","gas (förnybara)",0,0,0,0,0
"2181 Sandviken","vattenkraft","summa produktionssätt",0,0,0,0,0
"2181 Sandviken","vindkraft","elproduktion",..,..,..,..,..
"2181 Sandviken","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"2181 Sandviken","vindkraft","fast (icke förnybara)",..,..,..,0,0
"2181 Sandviken","vindkraft","gas (icke förnybara)",..,..,..,0,0
"2181 Sandviken","vindkraft","flytande (förnybara)",..,..,..,0,0
"2181 Sandviken","vindkraft","fast (förnybara)",..,..,..,0,0
"2181 Sandviken","vindkraft","gas (förnybara)",..,..,..,0,0
"2181 Sandviken","vindkraft","summa produktionssätt",..,..,..,0,0
"2182 Söderhamn","kraftvärmeverk + industriellt mottryck","elproduktion",153032,..,..,..,..
"2182 Söderhamn","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",1686,212,..,..,..
"2182 Söderhamn","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"2182 Söderhamn","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"2182 Söderhamn","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",126604,..,..,..,..
"2182 Söderhamn","kraftvärmeverk + industriellt mottryck","fast (förnybara)",60507,..,..,..,..
"2182 Söderhamn","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"2182 Söderhamn","kraftvärmeverk + industriellt mottryck","summa produktionssätt",188797,179369,335026,194615,196415
"2182 Söderhamn","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"2182 Söderhamn","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"2182 Söderhamn","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"2182 Söderhamn","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"2182 Söderhamn","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"2182 Söderhamn","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"2182 Söderhamn","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"2182 Söderhamn","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"2182 Söderhamn","vattenkraft","elproduktion",727534,712538,720849,..,610131
"2182 Söderhamn","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
